3.8073e+05,5.0487e+05,1
3.8531e+05,5.0696e+05,1
3.8556e+05,4.9696e+05,1
3.857e+05,5.0627e+05,1
3.8818e+05,5.0683e+05,1
3.9699e+05,4.9435e+05,1
3.997e+05,5.082e+05,1
4.0279e+05,5.0705e+05,1
4.0741e+05,4.9483e+05,1
4.0818e+05,5.066e+05,1
4.0877e+05,5.0578e+05,1
4.139e+05,4.9564e+05,1
4.2066e+05,4.9897e+05,1
3.8138e+05,5.037e+05,1
3.8118e+05,5.0052e+05,1
3.8207e+05,5.0128e+05,1
3.8262e+05,5.0015e+05,1
3.8166e+05,5.0225e+05,1
3.8298e+05,5.0357e+05,1
3.8226e+05,5.0166e+05,1
3.8325e+05,5.0071e+05,1
3.8353e+05,5.0253e+05,1
3.8303e+05,4.9873e+05,1
3.8517e+05,4.9838e+05,1
3.8483e+05,4.9926e+05,1
3.8407e+05,5.0061e+05,1
3.8481e+05,5.0181e+05,1
3.8551e+05,4.9973e+05,1
3.8442e+05,5.0455e+05,1
3.864e+05,5.0501e+05,1
3.8594e+05,5.0294e+05,1
3.8608e+05,5.0159e+05,1
3.8645e+05,4.9978e+05,1
3.8703e+05,5.0086e+05,1
3.8704e+05,5.0033e+05,1
3.8611e+05,5.022e+05,1
3.8707e+05,5.0308e+05,1
3.8713e+05,5.0099e+05,1
3.8648e+05,4.9785e+05,1
3.8768e+05,4.9775e+05,1
3.8794e+05,4.9748e+05,1
3.8757e+05,5.003e+05,1
3.877e+05,5.0222e+05,1
3.8896e+05,5.0551e+05,1
3.8807e+05,5.0317e+05,1
3.8846e+05,5.0096e+05,1
3.893e+05,5.0326e+05,1
3.8845e+05,4.9951e+05,1
3.8866e+05,4.9781e+05,1
3.8917e+05,4.993e+05,1
3.8922e+05,4.9947e+05,1
3.8941e+05,4.9853e+05,1
3.8975e+05,4.9961e+05,1
3.8881e+05,5.0092e+05,1
3.9088e+05,5.0329e+05,1
3.882e+05,4.9578e+05,1
3.8855e+05,4.975e+05,1
3.8928e+05,4.9716e+05,1
3.8962e+05,4.9837e+05,1
3.9009e+05,5.0006e+05,1
3.917e+05,5.0179e+05,1
3.8994e+05,4.9597e+05,1
3.9042e+05,4.9708e+05,1
3.9012e+05,4.9949e+05,1
3.9043e+05,4.9811e+05,1
3.9109e+05,4.976e+05,1
3.9177e+05,5.0017e+05,1
3.9182e+05,4.9873e+05,1
3.9139e+05,4.9613e+05,1
3.9168e+05,4.9752e+05,1
3.9212e+05,4.985e+05,1
3.9324e+05,4.9549e+05,1
3.9255e+05,4.9841e+05,1
3.9343e+05,4.9742e+05,1
3.9356e+05,4.9694e+05,1
3.9317e+05,5.0302e+05,1
3.9255e+05,4.9941e+05,1
3.9366e+05,4.9755e+05,1
3.9374e+05,4.9712e+05,1
3.9296e+05,5.0085e+05,1
3.9456e+05,5.0129e+05,1
3.9301e+05,5.0601e+05,1
3.9339e+05,4.9973e+05,1
3.9456e+05,4.9826e+05,1
3.9388e+05,4.9758e+05,1
3.9469e+05,4.967e+05,1
3.9518e+05,4.9999e+05,1
3.9651e+05,5.084e+05,1
3.9505e+05,5.0658e+05,1
3.9561e+05,5.0205e+05,1
3.9567e+05,4.9512e+05,1
3.9622e+05,4.9557e+05,1
3.9508e+05,5.039e+05,1
3.9582e+05,5.0571e+05,1
3.9735e+05,5.0684e+05,1
3.9533e+05,4.9658e+05,1
3.9552e+05,4.9809e+05,1
3.9592e+05,4.9751e+05,1
3.9653e+05,4.9882e+05,1
3.9617e+05,4.9742e+05,1
3.964e+05,4.9735e+05,1
3.9695e+05,4.9669e+05,1
3.9779e+05,4.9568e+05,1
3.9736e+05,5.0528e+05,1
3.9898e+05,5.0695e+05,1
3.9688e+05,5.0503e+05,1
3.9713e+05,5.0437e+05,1
3.9767e+05,5.0477e+05,1
3.9835e+05,5.0509e+05,1
3.9736e+05,4.9805e+05,1
3.9765e+05,4.9758e+05,1
3.9891e+05,4.9563e+05,1
3.9718e+05,5.0363e+05,1
3.9847e+05,5.0492e+05,1
3.9663e+05,5.002e+05,1
3.9798e+05,5.0147e+05,1
3.9826e+05,4.9891e+05,1
3.9783e+05,4.9766e+05,1
3.9822e+05,4.9792e+05,1
3.9952e+05,4.969e+05,1
3.9892e+05,4.9842e+05,1
3.9801e+05,5.0295e+05,1
3.9873e+05,5.0352e+05,1
